ntaxa-100.dlrate-0.0000000001.psize-10000000,ntaxa-100.dlrate-0.0000000001.psize-50000000,ntaxa-100.dlrate-0.0000000002.psize-10000000,ntaxa-100.dlrate-0.0000000002.psize-50000000,ntaxa-100.dlrate-0.0000000005.psize-10000000,ntaxa-100.dlrate-0.0000000005.psize-50000000,ntaxa-100.dlrate-0.0.psize-10000000,ntaxa-100.dlrate-0.0.psize-50000000
0.01030927835,0.03092783505,0.03092783505,0.05154639175,0.0412371134,0.0412371134,0.0206185567,0.0206185567
0.03092783505,0.05154639175,0.03092783505,0.05154639175,0.03092783505,0.07216494845,0.03092783505,0.03092783505
0.0206185567,0.03092783505,0.01030927835,0.01030927835,0.0824742268,0.1134020619,0.05154639175,0.0206185567
0.0206185567,0.03092783505,0.0618556701,0.0206185567,0.0412371134,0.05154639175,0.03092783505,0.01030927835
0.0206185567,0.0206185567,0.03092783505,0.0618556701,0,0.01030927835,0.0412371134,0.01030927835
0.0206185567,0.0412371134,0.03092783505,0.03092783505,0.0206185567,0.0412371134,0.03092783505,0.01030927835
0.0206185567,0.03092783505,0.0412371134,0.0206185567,0.03092783505,0.0412371134,0,0.01030927835
0.0412371134,0.03092783505,0.0412371134,0.07216494845,0.05154639175,0.0412371134,0.03092783505,0.0206185567
0.0206185567,0.0618556701,0.05154639175,0.07216494845,0.0206185567,0.0824742268,0,0.0412371134
0.03092783505,0.03092783505,0,0.01030927835,0.0618556701,0.03092783505,0.01030927835,0.01030927835
0.02371134021,0.03608247423,0.03298969072,0.04020618557,0.0381443299,0.05257731959,0.02474226804,0.01855670103
