Condition,Error,Method,InputType,K,DupRate,LossRate,ILS
n25-k1000-dup0-loss0-ils0,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.2608695652173913,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.1739130434782608,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.1304347826086956,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils0,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,0
n25-k1000-dup0-loss0-ils20,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.1304347826086956,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.1304347826086956,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils20,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,20
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.1304347826086956,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.1304347826086956,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.217391304347826,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.1304347826086956,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.1739130434782608,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.2608695652173913,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils50,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,50
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1304347826086956,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1739130434782608,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1304347826086956,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1304347826086956,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1304347826086956,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1739130434782608,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1304347826086956,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1304347826086956,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.0,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.3043478260869565,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1739130434782608,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1304347826086956,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1304347826086956,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0869565217391304,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,wQFM-G-T,Input: Est. (100bp),1000,0.2,0.0,70
