sim200_dup3_loss1,sim200_dup0_ILS70,sim200_dup1_ILS25,sim200_dup1_loss0.1,sim200_dup0.25_loss0.1,sim200_dup1_loss1,sim200_dup0.25_loss1,sim200_dup3_ILS25,sim200_dup0_ILS25,sim200_dup3_loss0.1,sim500_dup1_loss0.1,sim500_dup0.25_loss0.1,sim500_dup1_loss1,sim500_dup0.25_loss1,sim500_dup3_ILS25,sim500_dup0_ILS25,sim500_dup3_loss0.1,sim500_dup0_ILS70,sim500_dup3_loss1,sim500_dup1_ILS25
0.14646464646464646,0.16161616161616163,0.0707070707070707,0.16666666666666666,0.12121212121212122,0.15151515151515152,0.16161616161616163,0.07575757575757576,0.08585858585858586,0.10606060606060606,0.15261044176706828,0.1646586345381526,0.15261044176706828,0.1706827309236948,0.12048192771084337,0.13453815261044177,0.12449799196787148,0.1606425702811245,0.1566265060240964,0.12248995983935743
0.08585858585858586,0.08080808080808081,0.050505050505050504,0.09090909090909091,0.08585858585858586,0.15151515151515152,0.13131313131313133,0.03535353535353535,0.025252525252525252,0.08080808080808081,0.07228915662650602,0.0823293172690763,0.12248995983935743,0.08032128514056225,0.07228915662650602,0.07429718875502007,0.0321285140562249,0.06224899598393574,0.09437751004016064,0.040160642570281124
0.08080808080808081,0.1111111111111111,0.020202020202020204,0.10101010101010101,0.10606060606060606,0.08585858585858586,0.11616161616161616,0.06565656565656566,0.07575757575757576,0.05555555555555555,0.08032128514056225,0.21686746987951808,0.14457831325301204,0.07429718875502007,0.03815261044176707,0.06224899598393574,0.11044176706827309,0.09437751004016064,0.09839357429718876,0.02208835341365462
0.08585858585858586,0.0707070707070707,0.08080808080808081,0.06565656565656566,0.1111111111111111,0.09090909090909091,0.10606060606060606,0.030303030303030304,0.025252525252525252,0.09090909090909091,0.06224899598393574,0.08835341365461848,0.08433734939759036,0.08433734939759036,0.04819277108433735,0.06626506024096386,0.0963855421686747,0.07429718875502007,0.050200803212851405,0.028112449799196786
0.08080808080808081,0.10101010101010101,0.05555555555555555,0.12626262626262627,0.10101010101010101,0.06565656565656566,0.09595959595959595,0.05555555555555555,0.020202020202020204,0.07575757575757576,0.08032128514056225,0.09236947791164658,0.10040160642570281,0.0823293172690763,0.024096385542168676,0.04417670682730924,0.0642570281124498,0.08835341365461848,0.10642570281124498,0.08032128514056225
0.10101010101010101,0.18686868686868688,0.025252525252525252,0.08080808080808081,0.09595959595959595,0.09090909090909091,0.08080808080808081,0.025252525252525252,0.03535353535353535,0.08080808080808081,0.05622489959839357,0.05622489959839357,0.0823293172690763,0.12048192771084337,0.028112449799196786,0.08032128514056225,0.09839357429718876,0.1646586345381526,0.08634538152610442,0.06224899598393574
0.09595959595959595,0.10606060606060606,0.05555555555555555,0.0707070707070707,0.0707070707070707,0.06565656565656566,0.07575757575757576,0.05555555555555555,0.03535353535353535,0.15151515151515152,0.12048192771084337,0.09437751004016064,0.1465863453815261,0.10843373493975904,0.03815261044176707,0.03413654618473896,0.06827309236947791,0.07429718875502007,0.12650602409638553,0.02610441767068273
0.10101010101010101,0.08585858585858586,0.04040404040404041,0.050505050505050504,0.0707070707070707,0.07575757575757576,0.07575757575757576,0.030303030303030304,0.05555555555555555,0.06565656565656566,0.0642570281124498,0.08433734939759036,0.10642570281124498,0.09437751004016064,0.040160642570281124,0.0642570281124498,0.04618473895582329,0.12248995983935743,0.07228915662650602,0.030120481927710843
0.06565656565656566,0.12121212121212122,0.020202020202020204,0.06060606060606061,0.0707070707070707,0.13636363636363635,0.050505050505050504,0.03535353535353535,0.09595959595959595,0.08080808080808081,0.10441767068273092,0.11847389558232932,0.08634538152610442,0.21285140562248997,0.04417670682730924,0.04216867469879518,0.0783132530120482,0.10843373493975904,0.10441767068273092,0.040160642570281124
0.09090909090909091,0.2222222222222222,0.06060606060606061,0.09090909090909091,0.15656565656565657,0.07575757575757576,0.11616161616161616,0.010101010101010102,0.0707070707070707,0.07575757575757576,0.0783132530120482,0.0642570281124498,0.08032128514056225,0.07228915662650602,0.02610441767068273,0.02610441767068273,0.08433734939759036,0.13654618473895583,0.08032128514056225,0.04618473895582329
0.0707070707070707,0.06565656565656566,0.06060606060606061,0.06060606060606061,0.08585858585858586,0.14646464646464646,0.12121212121212122,0.04040404040404041,0.030303030303030304,0.05555555555555555,,,,,,,,,,
0.07575757575757576,0.1111111111111111,0.050505050505050504,0.05555555555555555,0.06565656565656566,0.06565656565656566,0.08585858585858586,0.06060606060606061,0.030303030303030304,0.025252525252525252,,,,,,,,,,
0.10101010101010101,0.06565656565656566,0.05555555555555555,0.08585858585858586,0.06060606060606061,0.06565656565656566,0.10101010101010101,0.050505050505050504,0.06060606060606061,0.06565656565656566,,,,,,,,,,
0.06565656565656566,0.10101010101010101,0.03535353535353535,0.06565656565656566,0.11616161616161616,0.12626262626262627,0.050505050505050504,0.06565656565656566,0.025252525252525252,0.05555555555555555,,,,,,,,,,
0.06565656565656566,0.06565656565656566,0.020202020202020204,0.10101010101010101,0.06565656565656566,0.07575757575757576,0.10101010101010101,0.050505050505050504,0.16161616161616163,0.0707070707070707,,,,,,,,,,
0.1111111111111111,0.13131313131313133,0.030303030303030304,0.08585858585858586,0.09595959595959595,0.1717171717171717,0.09595959595959595,0.020202020202020204,0.045454545454545456,0.05555555555555555,,,,,,,,,,
0.07575757575757576,0.0707070707070707,0.030303030303030304,0.050505050505050504,0.045454545454545456,0.11616161616161616,0.11616161616161616,0.03535353535353535,0.05555555555555555,0.05555555555555555,,,,,,,,,,
0.07575757575757576,0.10101010101010101,0.045454545454545456,0.08585858585858586,0.08585858585858586,0.09090909090909091,0.08080808080808081,0.08585858585858586,0.045454545454545456,0.08080808080808081,,,,,,,,,,
0.1111111111111111,0.11616161616161616,0.010101010101010102,0.06565656565656566,0.11616161616161616,0.08585858585858586,0.06565656565656566,0.045454545454545456,0.050505050505050504,0.07575757575757576,,,,,,,,,,
0.10606060606060606,0.10101010101010101,0.03535353535353535,0.08585858585858586,0.06565656565656566,0.08080808080808081,0.05555555555555555,0.045454545454545456,0.015151515151515152,0.07575757575757576,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
