sim200_dup0.25_loss0.1,sim200_dup0.25_loss1,sim200_dup1_loss0.1,sim200_dup1_loss1,sim200_dup2_loss0.1,sim200_dup2_loss1,sim200_dup3_loss0.1,sim200_dup3_loss1
0.03535353535353535,0.020202020202020204,0.020202020202020204,0.020202020202020204,0.015151515151515152,0.015151515151515152,0.010101010101010102,0.010101010101010102
0.030303030303030304,0.025252525252525252,0.015151515151515152,0.050505050505050504,0.030303030303030304,0.04040404040404041,0.030303030303030304,0.015151515151515152
0.030303030303030304,0.06565656565656566,0.010101010101010102,0.050505050505050504,0.010101010101010102,0.030303030303030304,0.010101010101010102,0.015151515151515152
0.04040404040404041,0.050505050505050504,0.010101010101010102,0.03535353535353535,0.015151515151515152,0.020202020202020204,0.020202020202020204,0.030303030303030304
0.03535353535353535,0.030303030303030304,0.015151515151515152,0.045454545454545456,0.010101010101010102,0.015151515151515152,0.025252525252525252,0.045454545454545456
0.03535353535353535,0.030303030303030304,0.015151515151515152,0.020202020202020204,0.010101010101010102,0.030303030303030304,0.020202020202020204,0.020202020202020204
0.015151515151515152,0.045454545454545456,0.020202020202020204,0.020202020202020204,0.025252525252525252,0.030303030303030304,0.005050505050505051,0.025252525252525252
0.025252525252525252,0.04040404040404041,0.025252525252525252,0.025252525252525252,0.005050505050505051,0.015151515151515152,0.020202020202020204,0.020202020202020204
0.025252525252525252,0.005050505050505051,0.010101010101010102,0.030303030303030304,0.0,0.045454545454545456,0.015151515151515152,0.025252525252525252
0.03535353535353535,0.050505050505050504,0.020202020202020204,0.025252525252525252,0.020202020202020204,0.03535353535353535,0.005050505050505051,0.025252525252525252
0.04040404040404041,0.050505050505050504,0.045454545454545456,0.020202020202020204,0.015151515151515152,0.010101010101010102,0.020202020202020204,0.04040404040404041
0.030303030303030304,0.025252525252525252,0.010101010101010102,0.03535353535353535,0.030303030303030304,0.030303030303030304,0.005050505050505051,0.03535353535353535
0.025252525252525252,0.020202020202020204,0.015151515151515152,0.030303030303030304,0.015151515151515152,0.015151515151515152,0.025252525252525252,0.050505050505050504
0.03535353535353535,0.020202020202020204,0.030303030303030304,0.050505050505050504,0.010101010101010102,0.04040404040404041,0.020202020202020204,0.025252525252525252
0.03535353535353535,0.025252525252525252,0.015151515151515152,0.030303030303030304,0.020202020202020204,0.010101010101010102,0.005050505050505051,0.015151515151515152
0.015151515151515152,0.015151515151515152,0.010101010101010102,0.050505050505050504,0.005050505050505051,0.04040404040404041,0.025252525252525252,0.025252525252525252
0.020202020202020204,0.045454545454545456,0.025252525252525252,0.030303030303030304,0.0,0.020202020202020204,0.025252525252525252,0.025252525252525252
0.045454545454545456,0.020202020202020204,0.005050505050505051,0.03535353535353535,0.005050505050505051,0.015151515151515152,0.025252525252525252,0.025252525252525252
0.045454545454545456,0.020202020202020204,0.015151515151515152,0.04040404040404041,0.010101010101010102,0.030303030303030304,0.020202020202020204,0.04040404040404041
0.025252525252525252,0.025252525252525252,0.030303030303030304,0.03535353535353535,0.025252525252525252,0.025252525252525252,0.030303030303030304,0.030303030303030304
